uuid,FeatureID,FeatureType,FeatureTimestamp,Latitude,Longitude,Northing,Easting,Accuracy,Description,Material,geospatialcolumn
1.00008E+18,5047,Masonry,2018-04-24 11:13:04+10:00,-33.75906217,150.2920985,6261263.182,249191.3695,0.7,rectalinear stone feature or platform - collapsed ,Stone,POINT(249191.369476 6261263.181538)
1.00008E+18,5048,Masonry,2018-04-24 11:30:05+10:00,-33.75912983,150.2919777,6261255.382,249180.3718,0.7,rectalinear stone feature,Stone,POINT(249180.37184 6261255.381612)
1.00008E+18,5049,Isolated find,2018-04-24 11:35:06+10:00,-33.75911533,150.2920093,6261257.067,249183.2634,0.7,dark green and thick glass type,Glass,POINT(249183.263405 6261257.067086)
1.00008E+18,5050,Other,2018-04-24 11:39:20+10:00,-33.7591255,150.2920112,6261255.944,249183.4629,0.8,small pit in ground ,Other,POINT(249183.462899 6261255.94385)
1.00008E+18,5051,Masonry,2018-04-24 11:41:16+10:00,-33.75913417,150.29202,6261255.004,249184.3066,0.9,clustered stone circle ,Stone,POINT(249184.306553 6261255.004042)
1.00008E+18,5052,Masonry,2018-04-24 11:45:53+10:00,-33.759129,150.292083,6261255.731,249190.1283,0.7,rock feature backing south off of a larger rock and onto a platform,Stone,POINT(249190.128284 6261255.730548)
1.00004E+18,4038,Other,2018-04-24 11:48:50+10:00,-33.75911317,150.292521,6261258.553,249230.6617,0.9,depression rectilinear ,Organic,POINT(249230.661745 6261258.553288)
1.00008E+18,5053,Other,2018-04-24 11:49:11+10:00,-33.75911667,150.292085,6261257.103,249190.2776,0.9,a pit in the platform of a nearby stone feature,Other,POINT(249190.277622 6261257.103449)
1.00004E+18,4039,Masonry,2018-04-24 11:53:49+10:00,-33.75909917,150.2924642,6261259.968,249225.3555,0.9,cluster of rocks forming feature,,POINT(249225.355467 6261259.967814)
1.00008E+18,5054,Masonry,2018-04-24 11:54:23+10:00,-33.75921333,150.2921077,6261246.436,249192.6595,1,right angle of rocks surrounding large boulder,Stone,POINT(249192.659452 6261246.436243)
1.00008E+18,5055,Isolated find,2018-04-24 13:04:56+10:00,-33.75927033,150.2921968,6261240.331,249201.0867,0.9,metal sheet,Metal,POINT(249201.086686 6261240.330847)
1.00008E+18,5056,Isolated find,2018-04-24 13:09:45+10:00,-33.75934933,150.2922138,6261231.609,249202.892,0.8,iron sheet,Metal,POINT(249202.891998 6261231.609452)
1.0001E+18,5057,Masonry,2018-04-24 13:16:58+10:00,-33.75930883,150.2922232,6261236.124,249203.6386,0.8,Cluster of stones in a line,Stone,POINT(249203.638638 6261236.124495)
1.00004E+18,4040,Masonry,2018-04-24 13:21:45+10:00,-33.759135,150.2927065,6261256.583,249247.9115,0.9,stone circle,Stone,POINT(249247.9115 6261256.583126)
1.0001E+18,5058,Masonry,2018-04-24 13:21:46+10:00,-33.759253,150.292282,6261242.461,249208.9266,0.8,Cluster of stones forming a line,Stone,POINT(249208.926624 6261242.460862)
1.0001E+18,5059,Masonry,2018-04-24 13:30:03+10:00,-33.75927717,150.2923158,6261239.863,249212.1316,0.7,Cluster of circles with distinct lines of rocks ,Stone,POINT(249212.131643 6261239.862643)
1.00004E+18,4041,Masonry,2018-04-24 13:34:03+10:00,-33.75907583,150.2927905,6261263.35,249255.5214,0.9,stone cluster,Stone,POINT(249255.521441 6261263.350471)
1.00008E+18,5060,Other,2018-04-24 13:42:24+10:00,-33.75917383,150.2923963,6261251.521,249219.2885,0.8,cut tree stump ,Organic,POINT(249219.288533 6261251.520525)
1.00008E+18,5061,Masonry,2018-04-24 13:46:12+10:00,-33.7593475,150.2924357,6261232.353,249223.4389,0.7,rectalinear rock feature ,Stone,POINT(249223.438909 6261232.352946)
1.00008E+18,5062,Other,2018-04-24 13:50:01+10:00,-33.75937183,150.2924313,6261229.643,249223.1084,0.8,broken bottom half of bottle ,Glass,POINT(249223.10837 6261229.643309)
1.00004E+18,4042,Masonry,2018-04-24 13:51:42+10:00,-33.75894917,150.2924045,6261276.461,249219.3902,0.7,Stone circle,,POINT(249219.390241 6261276.460746)
1.00008E+18,5063,Other,2018-04-24 13:52:47+10:00,-33.75940717,150.292468,6261225.813,249226.6084,0.7,large pit ,Other,POINT(249226.608432 6261225.813361)
1.00008E+18,5064,Masonry,2018-04-24 13:55:14+10:00,-33.75933283,150.2926198,6261234.428,249240.4587,0.8,incomplete circular collection of rocks around a tree ,Stone,POINT(249240.458698 6261234.428184)
1.00008E+18,5065,Other,2018-04-24 14:03:08+10:00,-33.75965317,150.2931918,6261200.289,249294.3865,0.8,cut down tree trunk ,Other,POINT(249294.386468 6261200.288829)
1.00004E+18,4043,Hole drilled in the rock,2018-04-24 14:19:21+10:00,-33.759069,150.2926583,6261263.787,249243.2566,0.9,very small square hole in rock,,POINT(249243.256603 6261263.786672)
1.00004E+18,4044,Masonry,2018-04-24 14:22:06+10:00,-33.759198,150.2927195,6261249.627,249249.2995,0.8,stone cluster near 4043,,POINT(249249.299544 6261249.626728)
1.00004E+18,4045,Other,2018-04-24 14:24:19+10:00,-33.75909367,150.2926695,6261261.078,249244.3631,0.9,tree stump,,POINT(249244.363065 6261261.077798)
1.00008E+18,5066,Other,2018-04-24 14:26:36+10:00,-33.75962367,150.2929718,6261203.025,249273.9182,1,rectangular ditch,Other,POINT(249273.918166 6261203.025483)
1.00004E+18,4046,Masonry,2018-04-24 14:29:31+10:00,-33.75926983,150.2927845,6261241.817,249255.531,0.7,stone cluster,Stone,POINT(249255.530996 6261241.817118)
1.00008E+18,5067,Other,2018-04-24 14:30:51+10:00,-33.7593825,150.2931313,6261230.164,249287.9925,0.9,rectangular ditch ,Other,POINT(249287.992527 6261230.164279)
1.00004E+18,4047,Masonry,2018-04-24 14:34:04+10:00,-33.759261,150.2928378,6261242.927,249260.4464,0.7,stone cluster with a wall or platform,,POINT(249260.446442 6261242.926761)
1.00004E+18,4048,Other,2018-04-24 14:34:13+10:00,-33.7592765,150.2927975,6261241.109,249256.7548,0.7,seasonal depression ,,POINT(249256.754842 6261241.109291)
1.00009E+18,4049,Masonry,2018-04-24 14:40:19+10:00,-33.75924383,150.2928605,6261244.886,249262.4964,0.7,rectilinear depression surrounded by stone clusters ,Stone - Organic,POINT(249262.496416 6261244.886091)
1.00009E+18,4050,Other,2018-04-24 14:47:28+10:00,-33.75901367,150.2926508,6261269.906,249242.4005,0.8,tree stump ,Organic,POINT(249242.400463 6261269.906062)
1.00009E+18,4051,Other,2018-04-24 15:13:12+10:00,-33.75921983,150.2928602,6261247.547,249262.3956,0.7,stone circle with slight depression,,POINT(249262.395584 6261247.547392)
1.0001E+18,4052,Artefact scatter,2018-04-24 15:13:20+10:00,-33.75606033,150.290327,6261591.834,249018.4874,0.7,"3 pieces of glass, a piece of urban wear and pottery. ",Ceramic - Glass - Organic,POINT(249018.487354 6261591.83404)
1.0001E+18,4053,Masonry,2018-04-24 15:20:36+10:00,-33.75605067,150.2902422,6261592.7,249010.5993,0.8,Stone fire circle,Stone,POINT(249010.599271 6261592.699575)
1.00005E+18,6040,Isolated find,2018-04-24 15:22:08+10:00,-33.75885317,150.2920922,6261286.349,249190.1734,0.9,sheet of metal features is thin metal panel folded in half with ,Metal,POINT(249190.173396 6261286.348687)
1.0001E+18,4054,Masonry,2018-04-24 15:29:30+10:00,-33.755964,150.2902035,6261602.219,249006.7639,0.7,Stonework ,Stone,POINT(249006.763947 6261602.218547)
1.0001E+18,4055,Platform,2018-04-24 15:34:29+10:00,-33.756035,150.2902788,6261594.527,249013.9508,0.8,Platform of cottage,Stone - Organic,POINT(249013.95077 6261594.526687)
1.0001E+18,4056,Isolated find,2018-04-24 15:38:33+10:00,-33.75610083,150.2902945,6261587.263,249015.5943,0.8,Piece of olive green glass,Glass,POINT(249015.594343 6261587.262534)
1.0001E+18,1000,Isolated find,2018-04-25 08:40:54+10:00,-33.75606317,150.2902417,6261591.312,249010.5894,1.2,Piece of dark green body fragment.,Glass,POINT(249010.58941 6261591.311839)
1.0001E+18,1001,Isolated find,2018-04-25 08:46:40+10:00,-33.7562035,150.2903547,6261576.021,249021.4683,1.2,Wine bottle with cork encased intact.,Glass,POINT(249021.468317 6261576.021202)
1.0001E+18,1002,Masonry,2018-04-25 08:53:40+10:00,-33.756245,150.2903797,6261571.479,249023.9056,1.4,Line of stones,Stone,POINT(249023.905641 6261571.478877)
1.0001E+18,5068,Other,2018-04-25 09:44:22+10:00,-33.7562105,150.2903273,6261575.178,249018.9563,0.9,Stone Wall,Stone,POINT(249018.956283 6261575.178153)
1.0001E+18,5069,Masonry,2018-04-25 09:51:45+10:00,-33.75623633,150.2903738,6261572.426,249023.3399,0.8,Incomplete stone circle ,Stone,POINT(249023.339898 6261572.425983)
1.00008E+18,6044,Boulder,2018-04-25 09:55:30+10:00,-33.758717,150.292122,6261301.525,249192.5404,0.7,,Stone,POINT(249192.540419 6261301.525128)
1.0001E+18,5070,Masonry,2018-04-25 09:56:38+10:00,-33.75626383,150.2903973,6261569.433,249025.5974,0.8,Stone circle cluster,Stone,POINT(249025.597407 6261569.432902)
1.00008E+18,6045,Boulder,2018-04-25 10:00:17+10:00,-33.75873333,150.292181,6261299.857,249198.0543,0.8,,Stone,POINT(249198.054265 6261299.857078)
1.0001E+18,5071,Other,2018-04-25 10:04:18+10:00,-33.75642183,150.2905832,6261552.36,249043.2758,1,Brick,{Brick},POINT(249043.275843 6261552.36009)
1.00008E+18,6046,Boulder,2018-04-25 10:07:04+10:00,-33.7587655,150.2922565,6261296.473,249205.143,0.8,,Stone,POINT(249205.142957 6261296.472947)
1.00008E+18,6047,Boulder,2018-04-25 10:13:02+10:00,-33.7589645,150.2924422,6261274.852,249222.9247,0.9,,Stone,POINT(249222.924668 6261274.851661)
1.00008E+18,6048,Boulder,2018-04-25 10:17:57+10:00,-33.75902,150.2923858,6261268.558,249217.8673,0.8,,Stone,POINT(249217.8673 6261268.558365)
1.00008E+18,6049,Boulder,2018-04-25 10:21:46+10:00,-33.75900117,150.2924735,6261270.861,249225.9345,0.8,,Stone,POINT(249225.934511 6261270.860833)
1.0001E+18,5072,Other,2018-04-25 10:24:42+10:00,-33.756409,150.2903613,6261553.243,249022.6854,1,Pit,Organic,POINT(249022.68544 6261553.243095)
1.00008E+18,6050,Boulder,2018-04-25 10:25:50+10:00,-33.7589735,150.292495,6261273.982,249227.8458,0.8,,Stone,POINT(249227.845789 6261273.982005)
1.00008E+18,6051,Boulder,2018-04-25 10:30:38+10:00,-33.758986,150.2925327,6261272.687,249231.372,0.8,,Stone,POINT(249231.371955 6261272.687194)
1.0001E+18,5073,Masonry,2018-04-25 10:31:37+10:00,-33.7564375,150.290503,6261550.427,249035.8941,1,Remnants of stone building ,Stone,POINT(249035.89406 6261550.427004)
1.00008E+18,6052,Boulder,2018-04-25 10:36:44+10:00,-33.759179,150.2927805,6261251.883,249254.8957,0.8,,Stone,POINT(249254.895659 6261251.882738)
1.00008E+18,6053,Boulder,2018-04-25 10:41:41+10:00,-33.75919383,150.2927107,6261250.067,249248.469,0.8,,Stone,POINT(249248.469014 6261250.067396)
1.0001E+18,5074,Masonry,2018-04-25 10:43:43+10:00,-33.75656367,150.2903682,6261536.104,249023.7697,1,Remnants of a stone building ,Stone,POINT(249023.769721 6261536.103899)
1.00008E+18,6054,Boulder,2018-04-25 10:45:45+10:00,-33.75925433,150.2927747,6261243.512,249254.5748,0.7,,Stone,POINT(249254.574786 6261243.512461)
1.00008E+18,6055,Boulder,2018-04-25 10:50:07+10:00,-33.75945783,150.2930572,6261221.628,249281.3407,0.8,large boulder at East end towards walking trail ,Stone,POINT(249281.34074 6261221.627667)
1.0001E+18,5075,Masonry,2018-04-25 10:50:57+10:00,-33.756642,150.2904545,6261527.625,249031.997,1,Stone Circle,Stone,POINT(249031.997029 6261527.625407)
1.00008E+18,6056,Boulder,2018-04-25 10:54:05+10:00,-33.7595635,150.2930835,6261209.971,249284.0884,0.8,,Stone,POINT(249284.088397 6261209.971077)
1.00008E+18,6057,Boulder,2018-04-25 10:57:29+10:00,-33.759704,150.293001,6261194.186,249276.8545,0.7,,Stone,POINT(249276.854496 6261194.1858)
1.0001E+18,5076,Other,2018-04-25 10:57:44+10:00,-33.75668317,150.2905532,6261523.3,249041.2586,1,Depression in ground,Organic,POINT(249041.258598 6261523.299537)
1.00008E+18,6058,Boulder,2018-04-25 11:01:00+10:00,-33.75968433,150.2932417,6261196.953,249299.0942,0.7,,Stone,POINT(249299.094198 6261196.953079)
1.0001E+18,5077,Hole drilled in the rock,2018-04-25 11:01:07+10:00,-33.7566575,150.2908963,6261526.983,249072.9782,1,,Stone,POINT(249072.978204 6261526.982553)
1.00009E+18,4057,Masonry,2018-04-25 11:10:17+10:00,-33.75627517,150.2910357,6261569.731,249084.7725,0.9,stone cluster ,Stone - Organic - Other,POINT(249084.772463 6261569.730917)
1.00008E+18,6059,Boulder,2018-04-25 11:11:40+10:00,-33.759613,150.2928582,6261203.932,249263.3562,0.7,,Stone,POINT(249263.356205 6261203.931938)
1.0001E+18,5078,Masonry,2018-04-25 11:04:24+10:00,-33.75673167,150.290944,6261518.872,249077.6108,1,Pile of stones,Stone,POINT(249072.900441 6261522.300089)
1.00009E+18,4058,Masonry,2018-04-25 11:15:07+10:00,-33.75630217,150.290966,6261566.566,249078.3965,0.9,stone clusters delineating walls ,Stone,POINT(249078.396544 6261566.566333)
1.00008E+18,6060,Boulder,2018-04-25 11:32:05+10:00,-33.75963633,150.2928413,6261201.303,249261.8647,0.8,,Stone,POINT(249261.864655 6261201.302793)
1.00008E+18,6061,Boulder,2018-04-25 11:35:52+10:00,-33.75957433,150.2926313,6261207.669,249242.2281,0.8,,Stone,POINT(249242.228073 6261207.668669)
1.00008E+18,6062,Boulder,2018-04-25 11:38:55+10:00,-33.75953433,150.2925897,6261212.004,249238.2512,0.7,,Stone,POINT(249238.251185 6261212.004081)
1.00008E+18,6063,Boulder,2018-04-25 11:42:06+10:00,-33.759517,150.2925133,6261213.741,249231.1286,0.7,,Stone,POINT(249231.128599 6261213.740871)
1.00008E+18,6064,Boulder,2018-04-25 12:07:41+10:00,-33.75948383,150.2923677,6261217.065,249217.5363,1,,Stone,POINT(249217.53632 6261217.065097)
1.00008E+18,6065,Boulder,2018-04-25 12:10:48+10:00,-33.75927167,150.2924105,6261240.703,249220.8862,1,,Stone,POINT(249220.886227 6261240.703209)
1.00008E+18,6066,Boulder,2018-04-25 12:14:01+10:00,-33.75915733,150.2925412,6261253.703,249232.6589,0.9,,Stone,POINT(249232.658878 6261253.70336)
1.00008E+18,6067,Boulder,2018-04-25 12:16:50+10:00,-33.75918867,150.2924818,6261250.083,249227.2531,0.9,,Stone,POINT(249227.25313 6261250.083364)
1.00008E+18,6068,Boulder,2018-04-25 12:47:15+10:00,-33.7592165,150.2924088,6261246.818,249220.571,0.8,,Stone,POINT(249220.571001 6261246.818314)
1.00008E+18,6069,Boulder,2018-04-25 12:52:39+10:00,-33.75915333,150.2923908,6261253.781,249218.7192,0.8,,Stone,POINT(249218.719213 6261253.781021)
1.00008E+18,6070,Boulder,2018-04-25 12:56:23+10:00,-33.759224,150.292246,6261245.59,249205.5068,0.8,,Stone,POINT(249205.506777 6261245.589925)
1.00008E+18,6071,Boulder,2018-04-25 12:59:11+10:00,-33.7591405,150.2922242,6261254.799,249203.2406,0.8,,Stone,POINT(249203.240551 6261254.798697)
1.00008E+18,6072,Boulder,2018-04-25 13:03:01+10:00,-33.7590375,150.2922608,6261266.313,249206.3374,0.8,,Stone,POINT(249206.337361 6261266.312882)
1.00008E+18,6073,Boulder,2018-04-25 13:05:22+10:00,-33.75896617,150.2922208,6261274.128,249202.4235,0.8,,Stone,POINT(249202.423503 6261274.127876)
1.00008E+18,6074,Boulder,2018-04-25 13:12:34+10:00,-33.75904517,150.2921592,6261265.215,249196.9405,0.7,,Stone,POINT(249196.940537 6261265.214928)
1.0001E+18,5080,Masonry,2018-04-25 13:15:22+10:00,-33.75651167,150.2905613,6261542.342,249041.515,0.7,Clustered Stones and walls,Stone,POINT(249041.515003 6261542.342456)
1.00008E+18,6075,Boulder,2018-04-25 13:17:43+10:00,-33.75907133,150.2920828,6261262.127,249189.9447,0.7,,Stone,POINT(249189.944722 6261262.126609)
1.00008E+18,6076,Boulder,2018-04-25 13:22:26+10:00,-33.75892933,150.2919423,6261277.535,249176.5137,0.7,,Stone,POINT(249176.513729 6261277.535308)
1.00008E+18,6077,Boulder,2018-04-25 13:25:39+10:00,-33.75903383,150.2917003,6261265.355,249154.3977,0.7,,Stone,POINT(249154.397674 6261265.354673)
1.0001E+18,5081,Masonry,2018-04-25 13:28:16+10:00,-33.75670417,150.2908295,6261521.643,249066.9222,0.7,Stone Wall,Stone,POINT(249066.922186 6261521.643408)
1.00008E+18,6078,Boulder,2018-04-25 13:29:05+10:00,-33.75895767,150.2916378,6261273.651,249148.3851,0.7,,Stone,POINT(249148.385105 6261273.650971)
1.00008E+18,6079,Boulder,2018-04-25 13:32:13+10:00,-33.75873,150.2916927,6261299.038,249152.8015,0.7,,,POINT(249152.801459 6261299.037621)
1.0001E+18,5082,Other,2018-04-25 13:35:18+10:00,-33.7566035,150.290736,6261532.582,249057.9658,0.9,Post hole ,Organic,POINT(249057.965784 6261532.581713)
1.00008E+18,6080,Boulder,2018-04-25 13:35:52+10:00,-33.758722,150.2917032,6261299.951,249153.7509,0.7,,Stone,POINT(249153.750937 6261299.950565)
1.00004E+18,4060,Metal Feature,2018-04-25 13:36:20+10:00,-33.76110567,150.2955858,6261045,249520.4124,0.7,metal bucket,Metal,POINT(249520.412389 6261045.000342)
1.00004E+18,4061,Other,2018-04-25 13:38:42+10:00,-33.76109967,150.2963235,6261047.46,249588.7363,0.8,rectilinear pit ,Organic,POINT(249588.736258 6261047.459634)
1.00008E+18,6081,Boulder,2018-04-25 13:39:34+10:00,-33.7586935,150.2916822,6261303.061,249151.7222,0.7,,Stone,POINT(249151.722229 6261303.06068)
1.0001E+18,5083,Other,2018-04-25 13:46:09+10:00,-33.75662583,150.290572,6261529.705,249042.8363,0.9,Deep depression,Organic,POINT(249042.836278 6261529.704916)
1.0001E+18,5084,Masonry,2018-04-25 13:51:34+10:00,-33.75668533,150.2905165,6261522.97,249037.8677,0.8,House,,POINT(249037.867743 6261522.969872)
1.0001E+18,5085,Other,2018-04-25 14:00:30+10:00,-33.756576,150.29051,6261535.081,249036.9466,0.7,Rectalinear earth platform,Stone - Organic,POINT(249036.946603 6261535.081443)
1.00008E+18,6082,Masonry,2018-04-25 14:01:07+10:00,-33.76111983,150.2964012,6261045.412,249595.9904,0.7,,Stone,POINT(249595.990411 6261045.411553)
1.00004E+18,4062,Other,2018-04-25 14:08:47+10:00,-33.76109217,150.2964672,6261048.641,249602.0245,0.7,rectilinear pit,Organic,POINT(249602.024465 6261048.640837)
1.0001E+18,5086,Masonry,2018-04-25 14:09:59+10:00,-33.756467,150.2905387,6261547.242,249039.2846,0.8,Pile of rocks around fern,Stone,POINT(249039.284641 6261547.241721)
1.00002E+18,4063,Isolated find,2018-04-25 14:18:27+10:00,-33.76117517,150.2963333,6261039.109,249589.867,0.7,Metal pot,Metal,POINT(249589.867048 6261039.108986)
1.0001E+18,5087,Artefact scatter,2018-04-25 14:21:55+10:00,-33.756513,150.2905775,6261542.234,249043.0167,1.1,A piece of ceramics and the base and side of a glass bottle,Ceramic - Glass,POINT(249043.01674 6261542.233949)
1.0001E+18,5088,Other,2018-04-25 14:31:42+10:00,-33.75636067,150.2904553,6261558.833,249031.2536,0.9,Depression in ground,Organic,POINT(249031.253602 6261558.833329)
1.0001E+18,5089,Hole drilled in the rock,2018-04-25 14:39:35+10:00,-33.75640983,150.2906015,6261553.736,249044.9394,0.9,Manmade drilled hole,Stone,POINT(249044.939434 6261553.735813)
1.0001E+18,5090,Masonry,2018-04-25 14:46:58+10:00,-33.756487,150.2906353,6261545.259,249048.2992,0.7,Rectulinear stone feature ,Stone,POINT(249048.299186 6261545.258806)
1.00008E+18,6083,Other,2018-04-25 14:51:01+10:00,-33.76155417,150.296387,6260997.2,249595.9422,0.7,"beep, artificial, circular pit",Other,POINT(249595.942245 6260997.200304)
1.0001E+18,5091,Platform,2018-04-25 14:51:59+10:00,-33.75648867,150.2906252,6261545.049,249047.3621,0.6,Plateau lined with stone wall ,Stone - Organic,POINT(249047.362101 6261545.049168)
1.0001E+18,5092,Other,2018-04-25 14:56:07+10:00,-33.756875,150.2909127,6261502.897,249075.1258,0.9,Depression ,Organic,POINT(249075.125825 6261502.896937)
1.00008E+18,6084,Isolated find,2018-04-25 15:00:21+10:00,-33.761616,150.2963417,6260990.231,249591.9223,0.7,intact bottle with rim and curve ,Glass,POINT(249591.922344 6260990.231452)
1.00008E+18,6085,Metal Feature,2018-04-25 15:05:02+10:00,-33.76184783,150.2962027,6260964.178,249579.7196,0.7,possible rock feature with corregated iron beside it,Metal - Stone,POINT(249579.719629 6260964.178235)
1.0001E+18,5093,Other,2018-04-25 15:06:54+10:00,-33.75686867,150.2908052,6261503.338,249065.1475,0.7,Depression,Organic,POINT(249065.147478 6261503.337557)
1.00008E+18,6086,Other,2018-04-25 15:09:54+10:00,-33.76185417,150.2961425,6260963.329,249574.164,0.7,,Other,POINT(249574.163957 6260963.329438)
1.0001E+18,5094,Masonry,2018-04-25 15:10:30+10:00,-33.75687,150.2907992,6261503.175,249064.5955,0.7,Rectalinear stone feature ,Stone,POINT(249064.595467 6261503.175045)
1.0001E+18,5095,Masonry,2018-04-25 15:17:33+10:00,-33.7569095,150.2909592,6261499.183,249079.5347,1,Rectulinear stone feature,Stone - Organic,POINT(248996.737381 6261592.150011)
1.0001E+18,5096,Other,2018-04-25 15:20:45+10:00,-33.75690983,150.2910057,6261499.26,249083.8439,0.7,Depression,Organic,POINT(249083.843861 6261499.259726)
1.00004E+18,4064,Other,2018-04-25 15:23:13+10:00,-33.7615005,150.2962683,6261002.865,249584.7922,0.9,hole in ground - possibly rectilinear but collapsed in corner ,Organic,POINT(249584.79217 6261002.864559)
1.00008E+18,6087,Other,2018-04-25 15:23:29+10:00,-33.761558,150.2962827,6260996.521,249586.2875,0.7,"suspicious, probable pit",Ceramic - Other,POINT(249586.287465 6260996.521435)
1.0001E+18,5097,Masonry,2018-04-25 15:31:43+10:00,-33.75613083,150.2902582,6261583.846,249012.3155,0.7,Stone wall,Stone,POINT(249012.315543 6261583.846361)
1.00005E+18,6089,Hole drilled in the rock,2018-04-26 11:06:20+10:00,-33.75876667,150.2921442,6261296.07,249194.7389,0.7,square hole with parallel vertical grooves in the rock,Stone,POINT(249194.738909 6261296.070009)
1.00005E+18,6090,Isolated find,2018-04-26 12:28:29+10:00,-33.75883817,150.2923745,6261288.7,249216.2872,1,dark glass bottle neck,Glass,POINT(249209.133234 6261276.931171)
1.00005E+18,6091,Masonry,2018-04-26 12:50:11+10:00,-33.7589845,150.2916272,6261270.649,249147.4751,0.8,rectangular depression surrounded but stones ,,POINT(249147.475105 6261270.648601)
1.00005E+18,6092,Other,2018-04-26 12:58:09+10:00,-33.759075,150.2918458,6261261.143,249167.9979,0.8,rectangular depression ,,POINT(249167.997933 6261261.142755)
1.00005E+18,6093,Masonry,2018-04-26 13:03:02+10:00,-33.75910167,150.2919053,6261258.33,249173.5882,0.8,rectangular depression with stone surrounding the pit,,POINT(249173.588213 6261258.32975)
1.00008E+18,5098,Metal Feature,2018-04-26 13:22:40+10:00,-33.75898317,150.2920295,6261271.776,249184.7465,0.9,piece of sheet metal ,Metal,POINT(249184.746472 6261271.776306)
1.0001E+18,3000,Isolated find,2018-04-26 13:28:20+10:00,-33.75612467,150.2904302,6261584.949,249028.2335,0.7,Single piece of body fragment ,Glass,POINT(249028.233495 6261584.949464)
1.00008E+18,5099,Other,2018-04-26 13:35:16+10:00,-33.75905167,150.2919867,6261264.074,249180.9778,0.7,"rectangular, deep pit",Other,POINT(249180.977774 6261264.073884)
1.00009E+18,6094,Hole drilled in the rock,2018-04-26 15:12:31+10:00,-33.75895167,150.292221,6261275.737,249202.3967,1,small hole on rock,,POINT(249202.396674 6261275.736642)
1.00004E+18,6095,Hole drilled in the rock,2018-04-26 15:24:17+10:00,-33.75887183,150.292232,6261284.619,249203.1831,0.8,large hole on rock,Organic,POINT(249203.183067 6261284.61865)
1.00004E+18,6096,Hole drilled in the rock,2018-04-26 15:24:57+10:00,-33.75888117,150.2922402,6261283.603,249203.9669,0.8,small hole in rock,,POINT(249203.966899 6261283.603269)
1.00004E+18,6097,Hole drilled in the rock,2018-04-26 15:26:03+10:00,-33.75891817,150.292285,6261279.608,249208.2285,0.8,small hole parallel to 6096,,POINT(249208.228469 6261279.608344)
1.00004E+18,6098,Hole drilled in the rock,2018-04-26 15:32:53+10:00,-33.75884167,150.2922553,6261288.022,249205.2569,0.9,,Organic,POINT(249205.256907 6261288.021594)
1.00009E+18,4066,,2018-05-09 17:04:01+10:00,,,,,,,,
